College,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Outstate_Tier_Encoded_scaled,Accept_Rate_scaled
Drury College,Yes,700,650,314,33,66,1065,48,8730,3523,500,750,82.0,92,13.2,35,9303,67,5.210787634810409,Low,0,1,-0.6214236119174104,-0.39244292726749413,0.5272445442404738,-0.6046624720025029,-1.1172801877673058,-0.31776530316597534,-0.2291946039516519,-0.9606431574678065,0.5594977786457802,0.8746535950171559,-0.17218743851993448,1.0017342937327451,0.2555176052756586,-1.0987972149572356,1.2355940090923
Duke University,Yes,13789,3893,1583,90,98,6188,53,18590,5950,625,1162,95.0,96,5.0,44,27206,97,6.874289285102055,High,2,1,1.1616628977217351,1.23358270239514,2.452443922292768,1.0887936142976542,-1.065526666446129,1.7658040795405283,0.6037806420075298,-0.07396263422242712,1.632664244935875,1.2632379969775114,-2.675124926388998,1.5346153654579844,2.275453721222109,1.8150779933081982,-3.1603540929596794
Earlham College,Yes,1358,1006,274,35,63,1028,13,15036,4056,600,600,90.0,94,10.6,46,14634,78,5.612441789214537,Medium,1,1,-0.1657653293668538,-0.5487381704008443,0.6270233788095004,-0.6458261345286401,-1.7541900886425583,1.1254133150689962,0.4496014388117547,-1.4016057556008417,1.2011418370759805,1.0656043502924986,-0.8738990280930917,1.6450848531462385,1.2527883447281278,0.3581403891754813,-0.04171452484614977
East Carolina University,No,9274,6362,2435,14,44,13171,1687,7248,3240,500,1700,74.0,78,13.2,18,9002,58,6.67315879231067,Low,0,0,1.6135570573611813,1.6026083359624492,-0.7684736752694478,1.638049453792889,1.0997990462491596,-0.7529427077266194,-0.2291946039516519,0.720306207993199,-0.022123945179242006,-0.28237352323745246,-0.17218743851993448,-0.2501326687269887,0.17312107083464065,-1.0987972149572356,-0.4144217769264583
East Tennessee State University,No,3330,2730,1303,15,36,6706,2640,5800,3000,600,2200,73.0,75,14.0,9,9825,42,6.126138589510679,Low,0,0,0.8254705567875624,1.0586036376434789,-0.6744109272506593,1.1516576654538933,1.4380873473740727,-1.2389903799716606,0.4496014388117547,1.2713984993834921,-0.09060810988813835,-0.4912534379026085,0.03258838544133381,-1.18236541463741,0.38908148805462617,-1.0987972149572356,0.4958335852501155
East Texas Baptist University,Yes,379,341,265,10,36,1050,151,4950,2780,530,1500,75.0,62,15.7,7,5619,38,4.821250591772475,Low,0,1,-1.3201059213803492,-0.5875470383187643,-1.204141438433242,-0.621137146238656,-0.486589626283788,-1.5626738743393254,-0.013985659609939928,0.4565508868862346,0.0472975055627926,-1.2494530951634284,0.4531942340637835,-1.4463049754933548,-1.1842152031968562,-1.0987972149572356,1.0394479492632291
Eastern College,Yes,458,369,165,16,42,1057,355,11190,4800,450,1230,60.0,60,13.6,22,8135,54,4.943317956739173,Medium,1,1,-1.232952891624604,-1.16005292130857,-0.5849046607537621,-0.6134135048771966,0.03258888578078365,0.30793760446468404,-0.6142542984789047,0.043338678855853185,-0.8956449178437978,-1.3460179845367914,-0.06921364143108587,0.08579840488433134,-0.09001309276925237,0.3581403891754813,0.3996289855447415
Eastern Connecticut State University,No,2172,1493,564,14,50,2766,1531,5962,4316,650,500,71.0,76,16.9,14,5719,50,5.8855854627032445,Low,0,0,0.23443927133921885,0.24331956598723925,-0.7684736752694478,0.39414556952304675,1.0284544932615285,-1.1809047034307898,0.7526774067369608,-1.7565250579131293,-0.2247648828620271,-0.4230962065588109,0.7394742565334033,-0.6263490551654358,-1.126916102351235,-1.0987972149572356,-0.4050276939134155
Eastern Illinois University,No,5597,4253,1565,12,38,9161,845,5710,3066,120,1730,62.0,71,16.2,5,5682,76,6.408554224365938,Low,0,0,1.244173674644461,1.2234464235369678,-0.9727316677869278,1.3853860411860022,0.6060656891712533,-1.2717218542471183,-5.026053121682205,0.7573646257011469,-0.7820953142680762,-0.7494672137091747,0.5734771377015533,-1.7484034784636024,-1.1479354284120378,-1.0987972149572356,0.08804652988751603
Eastern Mennonite College,Yes,486,440,227,19,48,903,59,9650,3800,600,1300,46.0,65,11.4,29,10188,82,4.981230626114207,Medium,1,1,-1.0403069030295402,-0.7700207143202807,-0.3392340437249904,-0.7995105832565478,-1.0089401426438158,-0.07163457522029776,0.4496014388117547,0.15797762173098692,-1.5856896657426467,-1.094880026424442,-0.6514933665420364,0.605737985971725,0.4756801726046155,0.3581403891754813,1.0776336234621802
Eastern Nazarene College,Yes,516,409,200,17,40,1238,30,8770,3500,450,700,58.0,58,17.3,17,6430,70,5.019334593646747,Low,0,1,-1.120001804241068,-0.9225677402831564,-0.4994689411839057,-0.43295515514994853,-1.3559697713457746,-0.30671844717991764,-0.6142542984789047,-1.09776212520345,-1.0054500100654609,-1.4375163915219222,0.8331283179455142,-0.3398815888114029,-0.759893981196428,-1.0987972149572356,0.3109189285954679
Eckerd College,Yes,1422,1109,366,33,65,1363,23,15360,4080,600,1000,82.0,89,12.8,26,15003,59,5.6396402545555775,High,2,1,-0.06593731434942753,-0.22053657570559232,0.5272445442404738,-0.3261526729691661,-1.4860814376784817,1.1876735060776515,0.4496014388117547,-0.38127720177114266,0.5594977786457802,0.6005650532112241,-0.27638263533977875,0.3918121831278882,1.300825474652939,1.8150779933081982,0.2242020831542184
Elizabethtown College,Yes,2417,1843,426,36,70,1476,299,14190,4400,500,750,65.0,68,12.8,25,9815,81,5.946453871334605,Medium,1,1,0.4434986379184049,-0.05417819137896447,0.675328745331237,-0.23940508438757557,-0.07522454097749387,0.9585764922158636,-0.2291946039516519,-0.9606431574678065,-0.6047483730462211,-0.9283307329438812,-0.27638263533977875,0.31770887154146105,0.3866261378411287,0.3581403891754813,0.10603285279999924
Elmira College,Yes,1457,1045,345,27,50,1109,502,14990,4980,450,550,77.0,98,21.5,21,7502,64,5.653964384281851,Medium,1,1,-0.12673292875799003,-0.2863447083092569,0.19803987368047105,-0.5579230498577619,0.25583455751090806,1.116502677554239,-0.6142542984789047,-1.5715860927236946,0.18895256078278097,1.467641878959388,1.7703640987717493,0.004942020606680277,-0.3111477027023611,0.3581403891754813,-0.2020317266026955
Elms College,Yes,245,208,125,23,46,544,436,11800,4765,450,1700,71.0,71,11.3,21,8952,86,4.533486423854942,Medium,1,1,-1.8770192465244457,-1.5153892912146503,-0.053119072030679164,-1.443891593616183,0.16408930983399242,0.44877394394675324,-0.6142542984789047,0.720306207993199,-0.2247648828620271,-0.7494672137091747,-0.6789541283407586,0.004942020606680277,0.15902147165047859,0.3581403891754813,0.694186929664943
Elon College,Yes,3624,2786,858,11,39,2933,334,9100,3883,490,1777,70.0,74,18.9,34,6329,63,6.1728851412224,Medium,1,1,0.8449300266633768,0.6648911758805712,-1.0845174670653988,0.4489559122187346,-0.005914869171841798,-0.21682050591119023,-0.3034345775074199,0.8142433155553916,-0.2904376445599966,-0.5579571392876599,1.1996123641074883,0.9383237726310382,-0.8081301624362784,0.3581403891754813,0.1485355031214553
Embry Riddle Aeronautical University,Yes,3151,2584,958,14,40,4772,856,7800,3750,570,3020,37.0,43,16.5,4,12878,44,6.0954548015400505,Low,0,1,0.7726596500721393,0.7712371727618419,-0.7684736752694478,0.8778620626670992,0.6149959535553727,-0.5845619581984869,0.25701902020397893,1.9631120966190065,-1.9325346743110978,-1.973085139428777,0.6449537276656453,-1.9198799308640517,0.9957332416379375,-1.0987972149572356,0.49744780298226204
Emory & Henry College,Yes,765,646,226,30,60,809,32,8578,4408,700,1600,79.0,88,13.9,51,8061,82,5.265736774982787,Low,0,1,-0.6279626499119497,-0.7752895170109221,0.3687770077049723,-0.9332751312785158,-1.323847012672887,-0.36004924784599646,1.0360807080301793,0.5922469197789686,0.3343576374315665,0.5124477851823425,0.007245147886748601,1.9107498885325442,-0.1144754144435297,-1.0987972149572356,0.6633375234297663
Emory University,Yes,8506,4168,1236,76,97,5544,192,17600,6000,600,870,97.0,98,5.0,28,28457,96,6.628550833120598,High,2,1,1.2253842352680235,1.0102423501068332,2.092417481864056,1.0010473945259881,-0.3450992073195937,1.5961468624002662,0.4496014388117547,-0.6632809494242876,1.8118434631329363,1.467641878959388,-2.675124926388998,0.5357515534995189,2.337072970250598,1.8150779933081982,-1.7476498385568986
Emporia State University,No,1256,1256,853,43,79,3957,588,5401,3144,450,1888,72.0,75,19.3,4,5527,50,5.566117428557185,Low,0,0,0.06056408435781495,0.6592028941647026,0.9881629366230471,0.718221396128843,0.36028690596352597,-1.386749846679481,-0.6142542984789047,0.9432314873872767,-0.1581550637201262,-0.4912534379026085,1.2893215220075742,-1.9198799308640517,-1.2383371159666898,-1.0987972149572356,1.7214721572963376
Erskine College,Yes,659,557,167,47,74,532,35,10485,3840,475,1246,76.0,80,13.5,47,7527,67,5.173233953627258,Medium,1,1,-0.7858317239275707,-1.1449724819271094,1.1501937769220463,-1.473929997796244,-1.2789032854925582,0.13873519495560938,-0.41730816701513446,0.07006481891698788,0.1176563164912192,-0.1356944211524122,-0.09484535878691201,1.6993804724452455,-0.30187315452133445,0.3581403891754813,0.6686132868329593
Eureka College,Yes,560,454,113,36,56,484,16,10955,3450,330,670,62.0,87,10.6,31,9552,53,5.071122737318803,Medium,1,1,-1.0062628444274286,-1.6483602351139295,0.675328745331237,-1.6029104980940039,-1.658361763019646,0.2523356229466301,-1.71791435236204,-1.1844539612578335,-0.7820953142680762,0.4259346495311623,-0.8738990280930917,0.7420738947418721,0.32063317755768067,0.3581403891754813,0.4338950645556372
Evergreen State College,No,1801,1101,438,14,50,3065,363,6297,4600,600,1323,75.0,78,18.1,14,8355,68,5.77776431495564,Low,0,0,-0.07332869224485909,-0.024152804816164396,-0.7684736752694478,0.48965425628067955,0.04671874992599422,-1.0639992251026387,0.4496014388117547,0.19439905276860778,0.0472975055627926,-0.28237352323745246,1.0179463816947247,-0.6263490551654358,-0.019270165157907596,-1.0987972149572356,-0.9223956119427357
Fairfield University,Yes,4784,3346,781,30,66,2984,1037,15000,6200,700,1100,86.0,90,15.1,30,11220,94,6.324312250723763,Medium,1,1,1.019229849254534,0.5727543710105893,0.3687770077049723,0.46494009280422266,0.7487868149099581,1.1184412991582744,1.0360807080301793,-0.18659120673062196,0.8728148827034736,0.6902976719925955,0.30686892312721825,0.6744919519989533,0.6978658765736995,0.3581403891754813,-0.3231973409569415
Fayetteville State University,No,1455,1064,452,1,16,2632,617,6806,2550,350,766,75.0,75,15.1,10,6972,24,5.653155853412468,Low,0,0,-0.10827764340973488,0.009699901680342994,-3.3612688093227097,0.3471638909019997,0.39241310921738526,-0.8939510962294311,-1.5119094043589478,-0.9185501864797696,0.0472975055627926,-0.4912534379026085,0.30686892312721825,-1.060970526681064,-0.5196990371918849,-1.0987972149572356,-0.10649827794002223
Ferrum College,Yes,1339,1107,336,12,36,1051,82,9400,4200,500,1600,53.0,58,12.5,9,7967,22,5.604101858754478,Medium,1,1,-0.06777980173731303,-0.31597748023315525,-0.9727316677869278,-0.6200299322211624,-0.8314593967701944,-0.13693542017306337,-0.2291946039516519,0.5922469197789686,-1.2635854783881688,-1.4375163915219222,-0.3553625238528725,-1.18236541463741,-0.14605322917052554,0.3581403891754813,0.5428819964548778
Flagler College,Yes,1415,714,338,18,52,1345,44,5120,3200,500,2140,52.0,60,18.1,9,3930,69,5.636730058946749,Low,0,1,-0.522285715465435,-0.30931393098193427,-0.41769469988544683,-0.34077977642032076,-1.1623087972167596,-1.4951709333147079,-0.2291946039516519,1.2117899245837738,-1.3124058333016602,-1.3460179845367914,1.0179463816947247,-1.18236541463741,-2.4718618470582454,-1.0987972149572356,-1.6484275928622687
Florida Institute of Technology,Yes,1947,1580,523,39,74,1863,233,13900,4140,750,1500,90.0,90,10.6,7,8923,57,5.822812756055875,Medium,1,1,0.2909600574839641,0.16456100997125922,0.8144962912549331,0.005698884467260699,-0.22863103763749487,0.8998852924398955,1.3023649764046783,0.4565508868862346,1.2011418370759805,0.6902976719925955,-0.8738990280930917,-1.4463049754933548,0.15078792086873735,0.3581403891754813,0.4392729146294936
Florida International University,No,3306,2079,1071,42,89,10208,9310,6597,2494,800,3028,81.0,96,13.9,20,6722,66,6.122128674059061,Low,0,0,0.561743010690652,0.876981232537037,0.9459121453121655,1.4628083330045158,2.4745436931188647,-0.9627278894606838,1.5536080298286021,1.968957041285216,0.4835133023364041,1.2632379969775114,0.007245147886748601,-0.07789765626183243,-0.6267762699137805,-1.0987972149572356,-0.803154228017928
Florida Southern College,Yes,1381,1040,374,20,44,1506,970,8025,4865,400,650,65.0,74,17.4,10,6339,68,5.622371591425262,Low,0,1,-0.13164924037060116,-0.19660405376350004,-0.2637884142137955,-0.21772830223232523,0.7019124328284156,-0.5181751764708661,-1.0385747644227592,-1.2442682363007733,-0.6047483730462211,-0.5579571392876599,0.8564097284492161,-1.060970526681064,-0.8033014820882727,-1.0987972149572356,0.04183256314277036
Florida State University,No,11651,8683,3023,50,90,18906,3242,6680,4060,600,1020,80.0,89,23.1,15,7250,58,6.789568131422069,Low,0,0,1.8918774070322664,1.7789714461698511,1.2651043449994013,1.870418370751503,1.5983343951762778,-0.9352456267250219,0.4496014388117547,-0.3409403116863961,0.4084666114840554,0.6005650532112241,2.1082507547381426,-0.5277223720549751,-0.4073745513980457,-1.0987972149572356,-0.011358399237365525
Fontbonne College,Yes,291,245,126,16,49,981,337,8390,4100,350,1500,45.0,55,21.5,24,4607,62,4.648070832307536,Low,0,1,-1.6904642263742868,-1.5049785800313094,-0.5849046607537621,-0.7007979582614879,-0.00028299503473837014,-0.4130343485689788,-1.5119094043589478,0.4565508868862346,-1.6279649723564091,-1.5654940694465738,1.7703640987717493,0.24207061628816592,-1.868510571332382,-1.0987972149572356,0.6461954306867144
Fordham University,Yes,4200,2874,942,30,55,4740,1646,14235,6965,600,1735,86.0,97,14.4,14,10864,80,6.253700119378282,Medium,1,1,0.8746796566217401,0.7551063211662011,0.3687770077049723,0.872239304664806,1.0816436938410687,0.9676129215119171,0.4496014388117547,0.7634831066588156,0.8728148827034736,1.3645882269351624,0.1332649014169342,-0.6263490551654358,0.6249074219775388,0.3581403891754813,-0.42610925776550956
Fort Lewis College,No,3440,2823,1123,16,35,3793,486,6198,3320,500,2500,89.0,97,19.1,6,4362,46,6.1441290789540695,Low,0,0,0.8575591078997461,0.9213992760163758,-0.5849046607537621,0.6812234447459482,0.23463867832854768,-1.0981130973723547,-0.2291946039516519,1.5485627320659785,1.1176527018812943,1.3645882269351624,1.244558309119232,-1.5915826153084158,-2.0701164426365795,-1.0987972149572356,0.5014095281723612
Francis Marion University,No,1801,1655,819,13,38,3224,436,5840,3138,400,2430,76.0,76,19.1,8,5039,43,5.77776431495564,Low,0,0,0.3370761995671029,0.6194734098697167,-0.8676768730139961,0.5359296888729641,0.16408930983399242,-1.2245501271253267,-1.0385747644227592,1.4867608569454278,0.1176563164912192,-0.4230962065588109,1.244558309119232,-1.310419180097965,-1.5505043844885629,-1.0987972149572356,1.170036879712188
Franciscan University of Steubenville,Yes,553,452,228,22,49,1301,242,9650,4400,600,1000,57.0,69,14.9,8,6336,83,5.063181989098444,Medium,1,1,-1.0110570163081178,-0.764778615540465,-0.12094221917214974,-0.3775625995999147,-0.2055624924000638,-0.07163457522029776,0.4496014388117547,-0.38127720177114266,-1.0589485972397998,-0.8700943318940553,0.25759334859915606,-1.310419180097965,-0.8047488519335877,0.3581403891754813,0.4791001834075318
Franklin College,Yes,804,632,281,29,72,840,68,10390,4040,525,1345,54.0,78,12.5,37,11751,60,5.296352307264919,Medium,1,1,-0.6511950387556509,-0.5195564018753435,0.3133361961439693,-0.8871538761426645,-0.9331033091060889,0.11536894877650877,-0.0491042890162079,0.22869245578463554,-1.2138296794549612,-0.28237352323745246,-0.3553625238528725,1.1257980885897985,0.8002943200091462,0.3581403891754813,0.26625501690414494
Franklin Pierce College,Yes,5187,4471,446,3,14,1818,1197,13320,4630,500,800,50.0,56,17.6,16,6418,51,6.367842406231257,Medium,1,1,1.2905847113447315,-0.004658217502408389,-2.4887995845903816,-0.019455506725603946,0.8505387244489486,0.7800439559719657,-0.2291946039516519,-0.8317407990918487,-1.407240633156519,-1.5240531582747878,0.9028169700855416,-0.4323290036172367,-0.7655636679883743,0.3581403891754813,0.7825011610369825
Freed-Hardeman University,Yes,895,548,314,20,54,1174,50,5500,3340,600,1600,68.0,76,16.1,13,6078,62,5.361996367775896,Low,0,1,-0.8032793934990899,-0.39244292726749413,-0.2637884142137955,-0.49286147223878307,-1.0960209047484508,-1.3494360195153279,0.4496014388117547,0.5922469197789686,-0.4189723100864871,-0.4230962065588109,0.5495374102901839,-0.7285459060471434,-0.9333182452525298,-1.0987972149572356,-0.9158418583184285
Fresno Pacific College,Yes,346,274,146,51,87,704,63,9900,3670,630,1818,59.0,59,10.5,14,8095,54,4.761916010937996,Medium,1,1,-1.5642007556644464,-1.31476876033242,1.3022664532279355,-1.1071234222155613,-0.9740319705249556,-0.007435867506012867,0.6339700077405097,0.8627345908343734,-0.9510154817010009,-1.392393977623881,-0.9021518863751777,-0.6263490551654358,-0.1031931424001553,0.3581403891754813,0.3059658758233024
Furman University,Yes,2161,1951,685,56,82,2371,175,13440,4048,600,1250,92.0,95,13.5,28,12940,82,5.882682084310576,Medium,1,1,0.4995064058348677,0.4419968842653029,1.4803479884652577,0.24667805738813298,-0.4001047041054975,0.8051159245144573,0.4496014388117547,0.07669669114387034,1.3709352724803292,1.1635803366973685,-0.09484535878691201,0.5357515534995189,1.005717244695228,0.3581403891754813,1.060444042664282
Gannon University,Yes,2464,1908,678,24,57,2693,691,10970,4280,500,1380,47.0,51,13.3,18,7711,65,5.957371770796233,Medium,1,1,0.477613907418571,0.4316450364297553,0.012544204192919739,0.36890423831542646,0.4686066011038409,0.2559079680595297,-0.2291946039516519,0.2821942160312559,-1.5424796957691627,-1.7193887069886764,-0.14633148248231995,-0.2501326687269887,-0.2350448654266664,0.3581403891754813,0.18653891637903586
Gardner Webb University,Yes,1110,930,332,18,36,1603,374,8180,4270,500,500,65.0,58,15.2,12,5664,29,5.492263814800747,Low,0,1,-0.24670415504880186,-0.3294428945975749,-0.41769469988544683,-0.15108792646219787,0.06569588827966892,-0.4731503524789698,-0.2291946039516519,-1.7565250579131293,-0.6047483730462211,-1.4375163915219222,0.33141144399481504,-0.8347120348951067,-1.1582375455587726,-1.0987972149572356,0.6183974424547386
Geneva College,Yes,668,534,237,19,39,1306,258,9476,4820,500,1100,67.0,67,20.1,26,6786,74,5.1816881742964185,Medium,1,1,-0.8310385323806211,-0.7187610041971391,-0.3392340437249904,-0.3733069128542516,-0.16639687095249697,-0.11696450190027456,-0.2291946039516519,-0.18659120673062196,-0.48183437398018664,-0.9851988400469104,1.4665986044009738,0.3918121831278882,-0.5987858574876506,0.3581403891754813,0.35694011234008816
George Fox College,Yes,809,726,294,27,52,1271,43,12500,4130,400,1050,53.0,53,13.5,22,7136,52,5.30016177093406,Medium,1,1,-0.5047581189613077,-0.4675224893215216,0.19803987368047105,-0.4035224424155571,-1.1741414143251225,0.6046150057754334,-1.0385747644227592,-0.2817874146954495,-1.2635854783881688,-1.644788026270866,-0.09484535878691201,0.08579840488433134,-0.45261885457647466,0.3581403891754813,1.0235853733493758
George Mason University,No,5653,4326,1727,17,29,9528,3822,10800,4840,580,1050,93.0,96,19.3,7,6751,46,6.413865346710501,Medium,1,0,1.2599927705752663,1.3101716860634158,-0.4994689411839057,1.4137004420427648,1.7290982563907469,0.2152318024408838,0.322174426381495,-0.2817874146954495,1.4572396942508257,1.2632379969775114,1.2893215220075742,-1.4463049754933548,-0.6140424091913025,0.3581403891754813,0.12468386128809154
George Washington University,Yes,7875,5062,1492,38,71,5471,1470,17450,6328,700,950,92.0,93,7.6,15,14745,72,6.5885379238616,High,2,1,1.4051599960267773,1.1809140728187917,0.7690207208177242,0.9903206737845082,0.9987618010283333,1.5698984641807798,1.0360807080301793,-0.4854840926797661,1.3709352724803292,0.9692990979140862,-1.773888167063639,-0.5277223720549751,1.267433378304888,1.8150779933081982,-0.7083504754111442
Georgetown College,Yes,727,693,286,30,55,1063,48,8100,3950,550,550,73.0,76,13.3,28,7508,55,5.234251308197054,Low,0,1,-0.5537305818373754,-0.49922096329722465,0.3687770077049723,-0.6068427004438893,-1.1172801877673058,-0.4963183013983417,0.12366360001576755,-1.5715860927236946,-0.09060810988813835,-0.4230962065588109,-0.14633148248231995,0.5357515534995189,-0.30891746774800577,-1.0987972149572356,1.4033456118422498
Georgetown University,Yes,11115,2881,1390,71,93,5881,406,18300,7131,670,1700,91.0,92,7.2,27,19635,95,6.765698934722374,High,2,1,0.877004156732185,1.1172859880194637,1.9518471386888567,1.048426757481755,0.11817369230171147,1.716734178427812,0.8682441954437233,0.720306207993199,1.285569340238181,0.8746535950171559,-1.9036274414904173,0.464466880638092,1.7805025396805656,1.8150779933081982,-3.317672189295535
Georgia Institute of Technology,No,7837,4527,2276,89,99,8528,654,6489,4438,795,1164,92.0,92,19.3,33,11271,70,6.586019417816416,Low,0,0,1.3021165813149544,1.5463402223139764,2.42816800768983,1.3331425782794761,0.43148156950958727,-0.9988301697961284,1.5291092798376344,-0.07042289923273956,1.3709352724803292,0.8746535950171559,1.2893215220075742,0.8739402534841448,0.708025815165428,-1.0987972149572356,-1.151514111400244
Georgia State University,No,3793,2341,1238,9,24,7732,9054,6744,2655,720,3450,87.0,89,19.0,10,7762,34,6.19794935222017,Low,0,0,0.6772603432400177,1.0117293775029423,-1.3330274833513371,1.2603055537139527,2.4501898039842005,-0.9142072820709761,1.14452306768254,2.2586464050740664,0.9534892875353681,0.6005650532112241,1.222108344767349,-1.060970526681064,-0.21695551051769307,-1.0987972149572356,-0.8825170324457349
Georgian Court College,Yes,348,281,127,12,52,1095,785,9150,3950,500,800,56.0,59,12.2,27,7348,76,4.765681757135086,Medium,1,1,-1.5358631945216155,-1.4946627369472683,-0.9727316677869278,-0.5725458726418118,0.5554281226120912,-0.2033874093771219,-0.2291946039516519,-0.8317407990918487,-1.1115113391571876,-1.392393977623881,-0.43508339754859504,0.464466880638092,-0.3693485130385374,0.3581403891754813,0.41183507966591404
Gettysburg College,Yes,3596,2466,575,42,78,1944,46,19964,4328,500,500,94.0,95,12.1,32,14720,83,6.168611618622508,High,2,1,0.7275904206043515,0.2633301416186937,0.9459121453121655,0.04916275851849311,-1.1393532694354782,1.9917016387042779,-0.2291946039516519,-1.7565250579131293,1.5444826653483823,1.1635803366973685,-0.4618260387652622,0.808539510579746,1.264149813136968,1.8150779933081982,-0.416067415725875
Goldey Beacom College,Yes,633,468,284,10,27,823,963,6120,2985,531,1830,75.0,25,27.6,4,6081,36,5.148096845248013,Low,0,1,-0.9733231768150091,-0.5073055598220004,-1.204141438433242,-0.9121840671987417,0.6968480623799264,-1.1252436803842232,-0.006996591935424735,0.8767356419746942,0.0472975055627926,-2.314801516396056,3.0128636091375527,-1.9198799308640517,-0.9317750563217706,-1.0987972149572356,-0.05163767264256866
Gonzaga University,Yes,1886,1524,526,31,67,2523,296,13000,4450,600,2400,78.0,90,14.7,32,9553,69,5.804447152899361,Medium,1,1,0.25497352128252126,0.17056176327416073,0.42285937607467217,0.306743457954411,-0.08150079528244612,0.7124516289319573,0.4496014388117547,1.4597682930680167,0.2611863106631819,0.6902976719925955,0.20805976907672294,0.808539510579746,0.3208893975381492,0.3581403891754813,0.4158356487607788
Gordon College,Yes,674,565,282,25,54,1151,39,12200,4070,400,1200,73.0,82,14.2,32,9226,66,5.187256714055607,Medium,1,1,-0.7705738776426698,-0.51545609349872,0.07620224590010687,-0.5153701039938592,-1.224097127110629,0.538546706109194,-1.0385747644227592,-0.007652219826546156,-0.09060810988813835,0.01703484187169807,0.0830645638304953,0.808539510579746,0.23483457106998767,0.3581403891754813,0.6213978929649402
Goshen College,Yes,440,396,221,26,51,910,166,9420,3730,600,1230,51.0,56,9.9,46,10270,72,4.917608302529796,Medium,1,1,-1.1553649344311454,-0.8020431444384415,0.13799295441079093,-0.7902341963389979,-0.431205973875573,-0.13166966162554308,0.4496014388117547,0.043338678855853185,-1.3602908492103485,-1.5240531582747878,-1.0739217798372556,1.6450848531462385,0.4945861329599206,0.3581403891754813,1.0412427498106847
Goucher College,Yes,1151,813,248,40,64,850,80,15588,6174,500,1200,78.0,90,9.2,34,16623,77,5.51401037129766,High,2,1,-0.3862663102441888,-0.6651807658071833,0.8591123720558882,-0.8727169131899646,-0.844973801065171,1.2309708053941073,-0.2291946039516519,-0.007652219826546156,0.2611863106631819,0.6902976719925955,-1.2795288599936459,0.9383237726310382,1.491924130472862,1.8150779933081982,-0.2760738003939378
Grace College and Seminary,Yes,548,428,167,18,46,618,113,8958,3670,300,1000,53.0,59,15.3,26,9798,64,5.057443721968951,Medium,1,1,-1.0704224129058473,-1.1449724819271094,-0.41769469988544683,-1.2749278840901759,-0.6529279200826901,-0.2552368701838875,-2.048308048513365,-0.38127720177114266,-1.2635854783881688,-1.392393977623881,0.35589122750062535,0.3918121831278882,0.38244317514841336,0.3581403891754813,0.23191871024746302
Graceland College,Yes,555,414,242,14,41,996,2281,9100,3100,550,880,51.0,61,23.6,24,5609,47,5.065461728635963,Medium,1,1,-1.106719504496415,-0.6940582870642226,-0.7684736752694478,-0.6829109540471304,1.326024651624655,-0.21682050591119023,0.12366360001576755,-0.6402474519149871,-1.3602908492103485,-1.2983753500580535,2.211956120304136,0.24207061628816592,-1.1900316309135361,0.3581403891754813,-0.006678229288834699
Grand Valley State University,No,5165,3887,1561,20,60,8234,2619,6108,3800,500,1000,64.0,66,20.6,9,5063,57,6.365561145717079,Low,0,0,1.160219479450861,1.221175651709143,-0.2637884142137955,1.307243722051495,1.431922428877039,-1.129437743026696,-0.2291946039516519,-0.38127720177114266,-0.6648004755172165,-1.0407110988557453,1.5760036933158947,-1.18236541463741,-1.5340737192800529,-1.0987972149572356,0.03834886055545782
Green Mountain College,Yes,780,628,198,7,20,545,42,11750,2700,400,850,77.0,83,14.0,24,6475,76,5.277705992531149,Medium,1,1,-0.6579340256457986,-0.9348022212105668,-1.6267810138219474,-1.4414249072737315,-1.1862246672296413,0.43741250359800693,-1.0385747644227592,-0.7100928488101287,0.18895256078278097,0.09569733284866454,0.03258838544133381,0.24207061628816592,-0.7387771668507083,0.3581403891754813,0.39589690168327013
Greensboro College,Yes,608,494,176,10,31,649,314,8330,3770,550,1300,64.0,80,13.0,31,7949,39,5.122859388548717,Low,0,1,-0.9148542999364531,-1.0795968542171843,-1.204141438433242,-1.2113290489984943,-0.044669902510998914,-0.430108505965122,0.12366360001576755,0.15797762173098692,-0.6648004755172165,-0.1356944211524122,-0.22412911897517096,0.7420738947418721,-0.1521656662385522,-1.0987972149572356,0.4460420182607383
Greenville College,Yes,510,387,194,20,46,771,53,10310,4530,400,800,57.0,61,14.3,16,8222,60,5.011907246676032,Medium,1,1,-1.1805820678618553,-0.9597044877467185,-0.2637884142137955,-0.9928406465373613,-1.065526666446129,0.09558300522426577,-1.0385747644227592,-0.8317407990918487,-1.0589485972397998,-1.2983753500580535,0.10819887684225446,-0.4323290036172367,-0.0616886383800057,0.3581403891754813,0.08091888041917408
